P_Ac_in (W),Charge Aging cost (€ct/kWh),Cap_Loss_CH [p.u./HalfCycle],,P_Ac_out,Discharge Aging cost (€ct/kWh),Cap_Loss_DCH [p.u./HalfCycle]
-42516,2.122774528,5.81582E-06,,42516,0.116066496,3.18E-07
-42552,2.130427839,5.83679E-06,,42552,0.116066496,3.18E-07
-42588,2.138112429,5.85784E-06,,42588,0.116066496,3.18E-07
-42624,2.144903105,5.87645E-06,,42624,0.116066496,3.18E-07
-42660,2.152646867,5.89766E-06,,42660,0.116066496,3.18E-07
-42696,2.160422293,5.91897E-06,,42696,0.116066496,3.18E-07
-42732,2.168229518,5.94035E-06,,42732,0.116066496,3.18E-07
-42768,2.175128581,5.95926E-06,,42768,0.116066496,3.18E-07
-42804,2.182995963,5.98081E-06,,42804,0.116066496,3.18E-07
-42840,2.190895536,6.00245E-06,,42840,0.116066496,3.18E-07
-42876,2.198827437,6.02418E-06,,42876,0.116066496,3.18E-07
-42912,2.205836691,6.04339E-06,,42912,0.116066496,3.18E-07
-42948,2.213829751,6.06529E-06,,42948,0.116066496,3.18E-07
-42984,2.221855538,6.08728E-06,,42984,0.116066496,3.18E-07
-43020,2.22991419,6.10935E-06,,43020,0.116066496,3.18E-07
-43056,2.237035471,6.12886E-06,,43056,0.116066496,3.18E-07
-43092,2.245156301,6.15111E-06,,43092,0.116066496,3.18E-07
-43128,2.253310402,6.17345E-06,,43128,0.116066496,3.18E-07
-43164,2.261497917,6.19588E-06,,43164,0.116066496,3.18E-07
-43200,2.26873309,6.21571E-06,,43200,0.116066496,3.18E-07
