P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,,P_AC_out_only_PE,,,P_Ac_in_only_PE,
-27936,-26407.245,1528.755004,,27936,26253.4831,1682.516901,,-27936,-27117.49607,-818.5039281,,27936,28958.9503,1022.950295,,,-27936,659.566606,,27936,710.2510759
-27972,-26441.19426,1530.805743,,27972,26286.83829,1685.161706,,-27972,-27151.41858,-820.5814201,,27972,28997.60706,1025.607059,,,-27972,659.554647,,27972,710.2243229
-28008,-26475.14103,1532.858968,,28008,26320.18996,1687.810038,,-28008,-27185.33861,-822.6613926,,28008,29036.26741,1028.267407,,,-28008,659.542631,,28008,710.1975754
-28044,-26509.08532,1534.914676,,28044,26353.5381,1690.461896,,-28044,-27219.25616,-824.7438449,,28044,29074.93134,1030.931339,,,-28044,659.530557,,28044,710.1708311
-28080,-26539.73334,1540.266664,,28080,26383.09437,1696.905627,,-28080,-27253.27081,-826.7291939,,28080,29113.74727,1033.74727,,,-28080,663.158357,,28080,713.5374701
-28116,-26573.6729,1542.327097,,28116,26416.43521,1699.564794,,-28116,-27287.18351,-828.8164914,,28116,29152.41858,1036.418578,,,-28116,663.146216,,28116,713.5106056
-28152,-26607.60999,1544.390012,,28152,26449.77251,1702.227489,,-28152,-27321.09373,-830.9062672,,28152,29191.09347,1039.093472,,,-28152,663.134017,,28152,713.4837448
-28188,-26641.54459,1546.455409,,28188,26483.10629,1704.893714,,-28188,-27355.00148,-832.9985208,,28188,29229.77195,1041.771953,,,-28188,663.121761,,28188,713.4568882
-28224,-26675.47671,1548.523288,,28224,26516.43653,1707.56347,,-28224,-27388.90675,-835.0932515,,28224,29268.45402,1044.454022,,,-28224,663.109448,,28224,713.4300365
-28260,-26706.11374,1553.886263,,28260,26545.97468,1714.025318,,-28260,-27422.90969,-837.0903108,,28260,29307.28912,1047.289123,,,-28260,666.736195,,28260,716.7959522
-28296,-26740.04114,1555.958861,,28296,26579.29761,1716.702387,,-28296,-27456.81012,-839.1898816,,28296,29345.97857,1049.978573,,,-28296,666.723814,,28296,716.7689794
-28332,-26773.96606,1558.033939,,28332,26612.61701,1719.382988,,-28332,-27490.70807,-841.2919279,,28332,29384.67161,1052.671613,,,-28332,666.711375,,28332,716.7420111
-28368,-26807.8885,1560.111496,,28368,26645.93288,1722.067122,,-28368,-27524.60355,-843.3964493,,28368,29423.36824,1055.368242,,,-28368,666.69888,,28368,716.7150467
-28404,-26838.51679,1565.483208,,28404,26675.45668,1728.543318,,-28404,-27558.59715,-845.4028451,,28404,29462.21873,1058.218732,,,-28404,670.324586,,28404,720.0803629
-28440,-26872.43452,1567.565481,,28440,26708.76523,1731.234769,,-28440,-27592.4878,-847.5122024,,28440,29500.92275,1060.922748,,,-28440,670.312021,,28440,720.0532786
-28476,-26906.34977,1569.650232,,28476,26742.07024,1733.929756,,-28476,-27626.37597,-849.6240331,,28476,29539.63036,1063.630356,,,-28476,670.2994,,28476,720.0261989
-28512,-26940.26254,1571.737459,,28512,26775.37172,1736.628277,,-28512,-27660.26166,-851.7383368,,28512,29578.34156,1066.341556,,,-28512,670.286721,,28512,719.9991222
-28548,-26970.8821,1577.117902,,28548,26804.88117,1743.118831,,-28548,-27694.24594,-853.7540611,,28548,29617.20745,1069.207445,,,-28548,673.911386,,28548,723.3638409
-28584,-27004.79016,1579.209841,,28584,26838.17533,1745.824674,,-28584,-27728.1268,-855.8731966,,28584,29655.92604,1071.926037,,,-28584,673.898637,,28584,723.3366444
-28620,-27038.69574,1581.304256,,28620,26871.46594,1748.534055,,-28620,-27762.0052,-857.9948033,,28620,29694.64822,1074.648223,,,-28620,673.885832,,28620,723.3094527
-28656,-27072.59885,1583.401145,,28656,26904.75303,1751.246974,,-28656,-27795.88112,-860.1188808,,28656,29733.374,1077.374003,,,-28656,673.872971,,28656,723.2822642
-28692,-27103.20969,1588.790311,,28692,26934.2481,1757.751896,,-28692,-27829.85607,-862.1439259,,28692,29772.2553,1080.255302,,,-28692,677.496594,,28692,726.6463851
-28728,-27137.10809,1590.891908,,28728,26967.52786,1760.472141,,-28728,-27863.72717,-864.2728311,,28728,29810.98848,1082.988479,,,-28728,677.483662,,28728,726.6190769
-28764,-27171.00402,1592.995979,,28764,27000.80407,1763.195925,,-28764,-27897.59579,-866.4042054,,28764,29849.72525,1085.725252,,,-28764,677.470673,,28764,726.5917736
-28800,-27204.89748,1595.102522,,28800,27034.07675,1765.92325,,-28800,-27931.46195,-868.5380484,,28800,29888.46562,1088.465622,,,-28800,677.457628,,28800,726.5644736
-28836,-27235.4996,1600.500403,,28836,27063.55745,1772.442552,,-28836,-27965.42759,-870.5724064,,28836,29927.36234,1091.362341,,,-28836,681.080211,,28836,729.9279966
-28872,-27269.38835,1602.61165,,28872,27096.82279,1775.177207,,-28872,-27999.28893,-872.711073,,28872,29966.11011,1094.110113,,,-28872,681.067094,,28872,729.900577
-28908,-27303.27463,1604.725369,,28908,27130.0846,1777.915404,,-28908,-28033.14779,-874.8522065,,28908,30004.86148,1096.861483,,,-28908,681.053921,,28908,729.8731625
-28944,-27337.15844,1606.841558,,28944,27163.34286,1780.657145,,-28944,-28067.00419,-876.9958066,,28944,30043.61645,1099.616453,,,-28944,681.040692,,28944,729.8457514
-28980,-27367.24049,1612.759509,,28980,27192.80916,1787.190836,,-28980,-28100.97646,-879.0235431,,28980,30082.5286,1102.528602,,,-28980,684.662234,,28980,733.7359659
-29016,-27401.11964,1614.880361,,29016,27226.06009,1789.939911,,-29016,-28134.82805,-881.1719452,,29016,30121.29098,1105.290978,,,-29016,684.648933,,29016,733.7084158
-29052,-27434.99632,1617.003682,,29052,27259.30747,1792.692531,,-29052,-28168.67719,-883.3228123,,29052,30160.05696,1108.056956,,,-29052,684.635575,,29052,733.6808697
-29088,-27468.87053,1619.129471,,29088,27292.5513,1795.448696,,-29088,-28202.52386,-885.4761437,,29088,30198.82653,1110.826535,,,-29088,684.622161,,29088,733.6533273
-29124,-27498.68769,1625.312309,,29124,27322.00321,1801.996788,,-29124,-28236.49493,-887.5050679,,29124,30237.75412,1113.754124,,,-29124,688.242664,,29124,737.8072411
-29160,-27532.55726,1627.442738,,29160,27355.23971,1804.760292,,-29160,-28270.33681,-889.6631885,,29160,30276.53112,1116.531115,,,-29160,688.229177,,29160,737.7795495
-29196,-27566.42437,1629.575635,,29196,27388.47266,1807.527344,,-29196,-28304.17623,-891.823772,,29196,30315.31171,1119.311709,,,-29196,688.215635,,29196,737.751863
-29232,-27596.23527,1635.764728,,29232,27417.91395,1814.086053,,-29232,-28338.14047,-893.8595304,,29232,30354.25094,1122.250938,,,-29232,691.835115,,29232,741.9051976
-29268,-27630.09774,1637.902261,,29268,27451.13955,1816.860446,,-29268,-28371.9751,-896.0249,,29268,30393.03895,1125.038948,,,-29268,691.821498,,29268,741.877361
-29304,-27663.95774,1640.04226,,29304,27484.36161,1819.638389,,-29304,-28405.80727,-898.1927308,,29304,30431.83056,1127.830563,,,-29304,691.807826,,29304,741.8495292
-29340,-27697.81528,1642.184723,,29340,27517.58012,1822.419881,,-29340,-28439.63698,-900.3630224,,29340,30470.62578,1130.625783,,,-29340,691.794098,,29340,741.8217006
-29376,-27727.61776,1648.382237,,29376,27547.00699,1828.993011,,-29376,-28473.59207,-902.4079332,,29376,30509.58047,1133.580471,,,-29376,695.41254,,29376,745.9743038
-29412,-27761.47067,1650.529334,,29412,27580.21815,1831.781849,,-29412,-28507.41699,-904.5830068,,29412,30548.38311,1136.383112,,,-29412,695.398737,,29412,745.9463272
-29448,-27795.32111,1652.678894,,29448,27613.42576,1834.574239,,-29448,-28541.23946,-906.7605397,,29448,30587.18936,1139.189361,,,-29448,695.384878,,29448,745.9183543
-29484,-27829.16908,1654.830916,,29484,27646.62982,1837.370182,,-29484,-28575.05947,-908.9405311,,29484,30625.99922,1141.999217,,,-29484,695.370965,,29484,745.8903849
-29520,-27858.96316,1661.036843,,29520,27676.04226,1843.957742,,-29520,-28609.00541,-910.9945866,,29520,30664.96938,1144.969375,,,-29520,698.988367,,29520,750.0422564
-29556,-27892.80651,1663.193495,,29556,27709.23896,1846.761035,,-29556,-28642.82064,-913.1793561,,29556,30703.78666,1147.786657,,,-29556,698.974378,,29556,750.0141389
-29592,-27926.64739,1665.352608,,29592,27742.43212,1849.567883,,-29592,-28676.63342,-915.3665827,,29592,30742.60755,1150.607549,,,-29592,698.960334,,29592,749.9860253
-29628,-27960.48582,1667.514182,,29628,27775.62171,1852.378285,,-29628,-28710.44373,-917.5562657,,29628,30781.43205,1153.432051,,,-29628,698.946234,,29628,749.9579163
-29664,-27990.27149,1673.728515,,29664,27805.01971,1858.980287,,-29664,-28744.38054,-919.6194583,,29664,30820.41769,1156.417689,,,-29664,702.562598,,29664,754.1090567
-29700,-28024.10529,1675.894714,,29700,27838.20196,1861.798044,,-29700,-28778.18608,-921.8139154,,29700,30859.24962,1159.249622,,,-29700,702.548422,,29700,754.0807986
-29736,-28057.93663,1678.063372,,29736,27871.38064,1864.619358,,-29736,-28811.98917,-924.0108274,,29736,30898.08517,1162.085167,,,-29736,702.534191,,29736,754.0525446
-29772,-28091.76551,1680.234489,,29772,27904.55577,1867.44423,,-29772,-28845.78981,-926.2101939,,29772,30936.92433,1164.924325,,,-29772,702.519905,,29772,754.0242951
-29808,-28121.54278,1686.457221,,29808,27933.93932,1874.060684,,-29808,-28879.71748,-928.282516,,29808,30975.92545,1167.925454,,,-29808,706.13523,,29808,758.174705
-29844,-28155.36704,1688.632959,,29844,27967.10709,1876.892914,,-29844,-28913.51335,-930.4866524,,29844,31014.77205,1170.772047,,,-29844,706.120867,,29844,758.1463066
-29880,-28189.18885,1690.811155,,29880,28000.2713,1879.728704,,-29880,-28947.30676,-932.6932417,,29880,31053.62226,1173.622255,,,-29880,706.106449,,29880,758.1179133
-29916,-28223.00819,1692.991806,,29916,28033.43195,1882.568054,,-29916,-28981.09772,-934.9022833,,29916,31092.47608,1176.476079,,,-29916,706.091975,,29916,758.0895227
-29952,-28252.77707,1699.22293,,29952,28062.80103,1889.198971,,-29952,-29015.01627,-936.9837273,,29952,31131.49271,1179.492708,,,-29952,709.706263,,29952,762.2392027
-29988,-28286.5918,1701.408199,,29988,28095.95432,1892.045684,,-29988,-29048.80247,-939.1975348,,29988,31170.35397,1182.353972,,,-29988,709.691712,,29988,762.2106642
-30024,-28320.40408,1703.595924,,30024,28129.10404,1894.895959,,-30024,-29082.58621,-941.4137931,,30024,31209.21885,1185.218853,,,-30024,709.677106,,30024,762.1821309
-30060,-28354.2139,1705.786102,,30060,28162.2502,1897.749798,,-30060,-29116.3675,-943.6325016,,30060,31248.08735,1188.087351,,,-30060,709.662447,,30060,762.1536004
-30096,-28383.97439,1712.025611,,30096,28191.60481,1904.395188,,-30096,-29150.27694,-945.72306,,30096,31287.11949,1191.119493,,,-30096,713.275695,,30096,766.302551
-30132,-28417.7796,1714.220403,,30132,28224.74361,1907.256393,,-30132,-29184.05347,-947.9465304,,30132,31325.99544,1193.995437,,,-30132,713.260956,,30132,766.2738726
-30168,-28451.58235,1716.417648,,30168,28257.87884,1910.121164,,-30168,-29217.82755,-950.1724495,,30168,31364.875,1196.875,,,-30168,713.246164,,30168,766.2451985
-30204,-28485.38265,1718.617346,,30204,28291.0105,1912.989499,,-30204,-29251.59918,-952.4008167,,30204,31403.75818,1199.758184,,,-30204,713.231315,,30204,766.2165293
-30240,-28515.13477,1724.865232,,30240,28320.35063,1919.649373,,-30240,-29285.49952,-954.5004819,,30240,31442.80585,1202.805847,,,-30240,716.843526,,30240,770.3647501
-30276,-28548.93046,1727.069539,,30276,28353.47492,1922.525081,,-30276,-29319.26639,-956.733607,,30276,31481.69648,1205.696481,,,-30276,716.8286,,30276,770.335932
-30312,-28582.7237,1729.276298,,30312,28386.59564,1925.404356,,-30312,-29353.03082,-958.9691787,,30312,31520.59074,1208.590737,,,-30312,716.813619,,30312,770.3071193
-30348,-28616.51449,1731.485506,,30348,28419.7128,1928.287198,,-30348,-29386.7928,-961.2071964,,30348,31559.48862,1211.488616,,,-30348,716.798582,,30348,770.2783096
-30384,-28646.25824,1737.741763,,30384,28449.03843,1934.961567,,-30384,-29420.68404,-963.3159608,,30384,31598.55181,1214.551812,,,-30384,720.409755,,30384,774.4258022
-30420,-28680.04442,1739.955577,,30420,28482.14821,1937.851786,,-30420,-29454.44127,-965.5587324,,30420,31637.45715,1217.457146,,,-30420,720.39464,,30420,774.3968446
-30456,-28713.82816,1742.17184,,30456,28515.25443,1940.745574,,-30456,-29488.19605,-967.8039485,,30456,31676.3661,1220.366105,,,-30456,720.379469,,30456,774.3678915
-30492,-28747.60945,1744.390551,,30492,28548.35707,1943.642934,,-30492,-29521.94839,-970.0516086,,30492,31715.27869,1223.278688,,,-30492,720.364246,,30492,774.3389424
-30528,-28777.34483,1750.655171,,30528,28577.66819,1950.331808,,-30528,-29555.83054,-972.1694646,,30528,31754.35743,1226.357428,,,-30528,723.97438,,30528,778.4857064
-30564,-28811.12152,1752.878485,,30564,28610.76345,1953.236547,,-30564,-29589.57813,-974.4218746,,30564,31793.27747,1229.277471,,,-30564,723.959076,,30564,778.4566104
-30600,-28844.89576,1755.104244,,30600,28643.85514,1956.144859,,-30600,-29623.32327,-976.6767269,,30600,31832.20114,1232.201142,,,-30600,723.943717,,30600,778.4275171
-30636,-28878.66755,1757.33245,,30636,28676.94326,1959.056745,,-30636,-29657.06598,-978.9340212,,30636,31871.12844,1235.12844,,,-30636,723.928305,,30636,778.3984288
-30672,-28912.4369,1759.563102,,30672,28710.0278,1961.972204,,-30672,-29690.80624,-981.1937568,,30672,31910.05937,1238.059366,,,-30672,723.912838,,30672,778.3693452
-30708,-28942.16177,1765.838231,,30708,28739.3206,1968.679405,,-30708,-29724.677,-983.3230014,,30708,31949.1575,1241.157497,,,-30708,727.521908,,30708,782.5152296
-30744,-28975.92652,1768.07348,,30744,28772.39775,1971.60225,,-30744,-29758.41252,-985.5874819,,30744,31988.09589,1244.09589,,,-30744,727.50636,,30744,782.4859981
-30780,-29009.68883,1770.311173,,30780,28805.47133,1974.528671,,-30780,-29792.1456,-987.8544021,,30780,32027.03791,1247.037912,,,-30780,727.490759,,30780,782.4567709
-30816,-29043.44869,1772.551309,,30816,28838.54133,1977.458668,,-30816,-29825.87624,-990.1237616,,30816,32065.98356,1249.983565,,,-30816,727.475103,,30816,782.4275474
-30852,-29073.16521,1778.834786,,30852,28867.8196,1984.180398,,-30852,-29859.73792,-992.2620809,,30852,32105.09726,1253.097263,,,-30852,731.083135,,30852,786.5727051
-30888,-29106.92048,1781.079516,,30888,28900.88221,1987.117785,,-30888,-29893.46382,-994.5361813,,30888,32144.05039,1256.050388,,,-30888,731.067397,,30888,786.5433347
-30924,-29140.67331,1783.326687,,30924,28933.94125,1990.058751,,-30924,-29927.18728,-996.8127194,,30924,32183.00714,1259.007145,,,-30924,731.051606,,30924,786.5139676
-30960,-29174.4237,1785.5763,,30960,28966.9967,1993.003296,,-30960,-29960.90831,-999.0916947,,30960,32221.96753,1261.967534,,,-30960,731.035762,,30960,786.4846053
-30996,-29204.13188,1791.868118,,30996,28996.26043,1999.739565,,-30996,-29994.76092,-1001.239081,,30996,32261.09681,1265.096811,,,-30996,734.642754,,30996,790.629037
-31032,-29237.87768,1794.12232,,31032,29029.3085,2002.691505,,-31032,-30028.47721,-1003.522793,,31032,32300.06468,1268.064678,,,-31032,734.626827,,31032,790.599527
-31068,-29271.62104,1796.378963,,31068,29062.35297,2005.647025,,-31068,-30062.19106,-1005.808941,,31068,32339.03618,1271.036179,,,-31068,734.610846,,31068,790.570022
-31104,-29305.36196,1798.638045,,31104,29095.39387,2008.606128,,-31104,-30095.90248,-1008.097524,,31104,32378.01132,1274.011315,,,-31104,734.594813,,31104,790.540521
-31140,-29335.0618,1804.938195,,31140,29124.64305,2015.356947,,-31140,-30129.74603,-1010.25397,,31140,32417.15618,1277.156181,,,-31140,738.200766,,31140,794.684225
-31176,-29368.79814,1807.201863,,31176,29157.67655,2018.323448,,-31176,-30163.45271,-1012.547286,,31176,32456.1388,1280.138799,,,-31176,738.184649,,31176,794.654577
-31212,-29402.53203,1809.467968,,31212,29190.70647,2021.293533,,-31212,-30197.15697,-1014.843035,,31212,32495.12505,1283.125054,,,-31212,738.168479,,31212,794.624933
-31248,-29436.26349,1811.736511,,31248,29223.7328,2024.267202,,-31248,-30230.85878,-1017.141218,,31248,32534.11495,1286.114947,,,-31248,738.152255,,31248,794.595293
-31284,-29465.95501,1818.044988,,31284,29252.96742,2031.032582,,-31284,-30264.69328,-1019.306716,,31284,32573.27541,1289.275412,,,-31284,741.75717,,31284,798.738272
-31320,-29499.68189,1820.318113,,31320,29285.98635,2034.013655,,-31320,-30298.39037,-1021.609627,,31320,32612.27279,1292.272793,,,-31320,741.740862,,31320,798.708486
-31356,-29533.40633,1822.593673,,31356,29319.00169,2036.998313,,-31356,-30332.08503,-1023.91497,,31356,32651.27381,1295.273812,,,-31356,741.724501,,31356,798.678703
-31392,-29567.12833,1824.871668,,31392,29352.01344,2039.986559,,-31392,-30365.77726,-1026.222744,,31392,32690.27847,1298.278472,,,-31392,741.708087,,31392,798.648924
-31428,-29596.81153,1831.188465,,31428,29381.23349,2046.766511,,-31428,-30399.60271,-1028.397287,,31428,32729.45455,1301.454547,,,-31428,745.311964,,31428,802.791178
-31464,-29630.52896,1833.471039,,31464,29414.23784,2049.762164,,-31464,-30433.29021,-1030.709786,,31464,32768.4667,1304.466699,,,-31464,745.295465,,31464,802.761253
-31500,-29664.24395,1835.756046,,31500,29447.23859,2052.761407,,-31500,-30466.97529,-1033.024714,,31500,32807.48249,1307.482493,,,-31500,745.278914,,31500,802.731332
-31536,-29697.95651,1838.043487,,31536,29480.23576,2055.764239,,-31536,-30500.65793,-1035.342071,,31536,32846.50193,1310.501929,,,-31536,745.26231,,31536,802.701416
-31572,-29727.6314,1844.368596,,31572,29509.44123,2062.558773,,-31572,-30534.47435,-1037.525651,,31572,32885.69363,1313.693625,,,-31572,748.865148,,31572,806.842945
-31608,-29761.33939,1846.660611,,31608,29542.43098,2065.569017,,-31608,-30568.15227,-1039.84773,,31608,32924.72056,1316.720559,,,-31608,748.848458,,31608,806.812881
-31644,-29795.04494,1848.955057,,31644,29575.41715,2068.582852,,-31644,-30601.82777,-1042.172235,,31644,32963.75114,1319.751137,,,-31644,748.831715,,31644,806.782822
-31680,-29828.74807,1851.251934,,31680,29608.39972,2071.60028,,-31680,-30635.50083,-1044.499167,,31680,33002.78536,1322.78536,,,-31680,748.81492,,31680,806.752767
-31716,-29858.41465,1857.585349,,31716,29637.59059,2078.409407,,-31716,-30669.30822,-1046.691777,,31716,33041.99269,1325.992688,,,-31716,752.416719,,31716,810.893572
-31752,-29892.1132,1859.886797,,31752,29670.56575,2081.434251,,-31752,-30702.97657,-1049.023427,,31752,33081.03441,1329.034413,,,-31752,752.399838,,31752,810.86337
-31788,-29925.80933,1862.190674,,31788,29703.53731,2084.46269,,-31788,-30736.6425,-1051.357501,,31788,33120.07979,1332.079786,,,-31788,752.382904,,31788,810.833173
-31824,-29959.50302,1864.496981,,31824,29736.50528,2087.494723,,-31824,-30770.306,-1053.694001,,31824,33159.12881,1335.128805,,,-31824,752.365918,,31824,810.80298
-31860,-29989.16131,1870.838695,,31860,29765.68155,2094.318454,,-31860,-30804.10437,-1055.895633,,31860,33198.35178,1338.351776,,,-31860,755.966678,,31860,814.943062
-31896,-30022.85043,1873.149567,,31896,29798.64209,2097.357909,,-31896,-30837.76315,-1058.236846,,31896,33237.4083,1341.408303,,,-31896,755.949606,,31896,814.912721
-31932,-30056.53713,1875.462868,,31932,29831.59904,2100.40096,,-31932,-30871.41952,-1060.580481,,31932,33276.46848,1344.46848,,,-31932,755.93248,,31932,814.882387
-31968,-30090.2214,1877.778595,,31968,29864.55239,2103.447608,,-31968,-30905.07346,-1062.92654,,31968,33315.53231,1347.532306,,,-31968,755.915302,,31968,814.852055
-32004,-30119.8714,1884.128601,,32004,29893.71405,2110.285954,,-32004,-30938.86281,-1065.137187,,32004,33354.77093,1350.77093,,,-32004,759.515024,,32004,818.991414
-32040,-30153.55111,1886.448891,,32040,29926.65997,2113.340028,,-32040,-30972.51205,-1067.487955,,32040,33393.84227,1353.842269,,,-32040,759.497759,,32040,818.960936
-32076,-30187.22839,1888.771607,,32076,29959.6023,2116.397701,,-32076,-31006.15886,-1069.841143,,32076,33432.91726,1356.91726,,,-32076,759.480441,,32076,818.930464
