P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,,P_AC_out_only_PE,,,P_Ac_in_only_PE,
-33156,-31164.23961,1991.760387,,33156,30915.86495,2240.135052,,-33156,-32015.57703,-1140.422969,,33156,34608.29147,1452.291474,,,-33156,787.843578,,33156,851.337418
-33192,-31197.84427,1994.155732,,33192,30948.69356,2243.306436,,-33192,-32049.15011,-1142.849889,,33192,34647.48167,1455.481671,,,-33192,787.824765,,33192,851.305843
-33228,-31231.44651,1996.553487,,33228,30981.51856,2246.481439,,-33228,-32082.72079,-1145.279214,,33228,34686.67554,1458.675541,,,-33228,787.805898,,33228,851.274273
-33264,-31261.02431,2002.975686,,33264,31010.55204,2253.447963,,-33264,-32116.43161,-1147.568391,,33264,34726.05165,1462.051648,,,-33264,791.396315,,33264,855.407295
-33300,-31294.62203,2005.37797,,33300,31043.36957,2256.630432,,-33300,-32149.99761,-1150.00239,,33300,34765.25308,1465.253075,,,-33300,791.377357,,33300,855.37558
-33336,-31328.21734,2007.782662,,33336,31076.18348,2259.816523,,-33336,-32183.56121,-1152.438793,,33336,34804.45818,1468.458176,,,-33336,791.358347,,33336,855.343869
-33372,-31361.81024,2010.189762,,33372,31108.99376,2263.006237,,-33372,-32217.1224,-1154.877598,,33372,34843.66695,1471.666951,,,-33372,791.339286,,33372,855.312164
-33408,-31391.37982,2016.620185,,33408,31138.01252,2269.987482,,-33408,-32250.82428,-1157.175718,,33408,34883.05882,1475.058818,,,-33408,794.928664,,33408,859.444467
-33444,-31424.96819,2019.03181,,33444,31170.81533,2273.184666,,-33444,-32284.38081,-1159.619195,,33444,34922.27516,1478.275156,,,-33444,794.90951,,33444,859.412615
-33480,-31458.55416,2021.445841,,33480,31203.61452,2276.385475,,-33480,-32317.93493,-1162.065072,,33480,34961.49517,1481.49517,,,-33480,794.890305,,33480,859.380769
-33516,-31492.13772,2023.862277,,33516,31236.41009,2279.58991,,-33516,-32351.48665,-1164.513351,,33516,35000.71886,1484.718861,,,-33516,794.871049,,33516,859.348926
-33552,-31521.69908,2030.300918,,33552,31265.41411,2286.585887,,-33552,-32385.17959,-1166.820407,,33552,35040.1265,1488.126499,,,-33552,798.459388,,33552,863.480511
-33588,-31555.27812,2032.721876,,33588,31298.2022,2289.797797,,-33588,-32418.72665,-1169.273352,,33588,35079.35776,1491.357758,,,-33588,798.440039,,33588,863.448524
-33624,-31588.85476,2035.145238,,33624,31330.98667,2293.013333,,-33624,-32452.2713,-1171.728697,,33624,35118.5927,1494.592695,,,-33624,798.420638,,33624,863.416541
-33660,-31622.429,2037.571003,,33660,31363.7675,2296.232499,,-33660,-32485.81356,-1174.186441,,33660,35157.83131,1497.831312,,,-33660,798.401187,,33660,863.384562
-33696,-31651.98215,2044.017855,,33696,31392.75678,2303.24322,,-33696,-32519.49758,-1176.502425,,33696,35197.25473,1501.254732,,,-33696,801.988488,,33696,867.51543
-33732,-31685.55186,2046.448138,,33732,31425.53014,2306.469864,,-33732,-32553.03517,-1178.964832,,33732,35236.50092,1504.500922,,,-33732,801.968942,,33732,867.483306
-33768,-31719.11918,2048.880823,,33768,31458.29986,2309.700138,,-33768,-32586.57036,-1181.429636,,33768,35275.75079,1507.750794,,,-33768,801.949344,,33768,867.451187
-33804,-31752.68409,2051.31591,,33804,31491.06596,2312.934044,,-33804,-32620.10316,-1183.896837,,33804,35315.00435,1511.004347,,,-33804,801.929697,,33804,867.419073
-33840,-31782.22903,2057.770966,,33840,31520.04048,2319.959519,,-33840,-32653.77826,-1186.221741,,33840,35354.44356,1514.44356,,,-33840,805.515959,,33840,871.549225
-33876,-31815.78943,2060.210566,,33876,31552.79909,2323.200909,,-33876,-32687.3064,-1188.693602,,33876,35393.70469,1517.704692,,,-33876,805.496217,,33876,871.516964
-33912,-31849.34743,2062.652567,,33912,31585.55407,2326.445931,,-33912,-32720.83214,-1191.167857,,33912,35432.96951,1520.969507,,,-33912,805.476424,,33912,871.48471
-33948,-31882.90303,2065.096968,,33948,31618.30541,2329.694587,,-33948,-32754.35549,-1193.644507,,33948,35472.23801,1524.238007,,,-33948,805.45658,,33948,871.452461
-33984,-31912.43978,2071.56022,,33984,31647.26517,2336.734828,,-33984,-32788.02167,-1195.978326,,33984,35511.69302,1527.693024,,,-33984,809.041804,,33984,875.581894
-34020,-31945.99087,2074.009131,,34020,31680.00903,2339.990972,,-34020,-32821.54037,-1198.459631,,34020,35550.96911,1530.969107,,,-34020,809.021865,,34020,875.5495
-34056,-31979.53956,2076.460439,,34056,31712.74925,2343.250752,,-34056,-32855.05667,-1200.94333,,34056,35590.24888,1534.248877,,,-34056,809.001875,,34056,875.517109
-34092,-32013.08585,2078.914146,,34092,31745.48583,2346.514168,,-34092,-32888.57058,-1203.429422,,34092,35629.53233,1537.532334,,,-34092,808.981834,,34092,875.484724
-34128,-32042.61441,2085.385588,,34128,31774.43081,2353.569185,,-34128,-32922.22785,-1205.772147,,34128,35669.00317,1541.003166,,,-34128,812.566019,,34128,879.613441
-34164,-32076.1562,2087.843801,,34164,31807.15991,2356.840095,,-34164,-32955.73711,-1208.26289,,34164,35708.29421,1544.294211,,,-34164,812.545884,,34164,879.580911
-34200,-32109.69559,2090.30441,,34200,31839.88536,2360.114642,,-34200,-32989.24398,-1210.756024,,34200,35747.58895,1547.588946,,,-34200,812.525696,,34200,879.548386
-34236,-32143.23259,2092.767414,,34236,31872.60717,2363.392829,,-34236,-33022.74845,-1213.251549,,34236,35786.88737,1550.88737,,,-34236,812.505459,,34236,879.515865
-34272,-32172.75296,2099.24704,,34272,31901.53737,2370.462633,,-34272,-33056.39683,-1215.603173,,34272,35826.37403,1554.374028,,,-34272,816.088605,,34272,883.643867
-34308,-32206.28545,2101.714547,,34308,31934.25168,2373.748318,,-34308,-33089.89665,-1218.103346,,34308,35865.68005,1557.680046,,,-34308,816.068272,,34308,883.611201
-34344,-32239.81555,2104.184448,,34344,31966.96236,2377.037643,,-34344,-33123.39409,-1220.605908,,34344,35904.98976,1560.989756,,,-34344,816.047887,,34344,883.57854
-34380,-32273.34326,2106.656742,,34380,31999.66939,2380.33061,,-34380,-33156.88914,-1223.110858,,34380,35944.30316,1564.303157,,,-34380,816.027453,,34380,883.545884
-34416,-32302.85546,2113.144545,,34416,32028.58479,2387.415213,,-34416,-33190.52863,-1225.471374,,34416,35983.80565,1567.805653,,,-34416,819.60956,,34416,887.673171
-34452,-32336.37866,2115.621339,,34452,32061.28432,2390.715682,,-34452,-33224.01903,-1227.980969,,34452,36023.12665,1571.126654,,,-34452,819.589028,,34452,887.64037
-34488,-32369.89948,2118.100524,,34488,32093.9802,2394.019796,,-34488,-33257.50705,-1230.49295,,34488,36062.45135,1574.451349,,,-34488,819.568447,,34488,887.607574
-34524,-32403.4179,2120.582102,,34524,32126.67245,2397.327553,,-34524,-33290.99268,-1233.007319,,34524,36101.77974,1577.779738,,,-34524,819.547815,,34524,887.574783
-34560,-32432.92193,2127.078074,,34560,32155.57303,2404.426965,,-34560,-33324.62328,-1235.376719,,34560,36141.29808,1581.298082,,,-34560,823.128883,,34560,891.701355
-34596,-32466.43585,2129.564146,,34596,32188.25777,2407.74223,,-34596,-33358.10427,-1237.895727,,34596,36180.63408,1584.634076,,,-34596,823.108154,,34596,891.668419
-34632,-32499.94739,2132.052609,,34632,32220.93886,2411.061141,,-34632,-33391.58288,-1240.417121,,34632,36219.97377,1587.973767,,,-34632,823.087374,,34632,891.635488
-34668,-32533.45654,2134.543461,,34668,32253.6163,2414.383699,,-34668,-33425.0591,-1242.940899,,34668,36259.31716,1591.317155,,,-34668,823.066544,,34668,891.602562
-34704,-32562.9524,2141.047596,,34704,32282.50207,2421.497931,,-34704,-33458.68082,-1245.319177,,34704,36298.85136,1594.851358,,,-34704,826.646573,,34704,895.728419
-34740,-32596.45706,2143.54294,,34740,32315.172,2424.828001,,-34740,-33492.15241,-1247.847591,,34740,36338.20236,1598.202357,,,-34740,826.625644,,34740,895.695349
-34776,-32629.95933,2146.040672,,34776,32347.83828,2428.16172,,-34776,-33525.62161,-1250.378389,,34776,36377.55705,1601.557054,,,-34776,826.604666,,34776,895.662283
-34812,-32663.45921,2148.540791,,34812,32380.50091,2431.499089,,-34812,-33559.08843,-1252.911569,,34812,36416.91545,1604.91545,,,-34812,826.583639,,34812,895.629222
-34848,-32692.94692,2155.053083,,34848,32409.37185,2438.628153,,-34848,-33592.70128,-1255.298717,,34848,36456.46552,1608.465524,,,-34848,830.162629,,34848,899.754366
-34884,-32726.44231,2157.55769,,34884,32442.02696,2441.973038,,-34884,-33626.16347,-1257.836529,,34884,36495.83154,1611.831536,,,-34884,830.141502,,34884,899.721161
-34920,-32759.93532,2160.064683,,34920,32474.67843,2445.321575,,-34920,-33659.62328,-1260.376723,,34920,36535.20125,1615.20125,,,-34920,830.120325,,34920,899.68796
-34956,-32793.42594,2162.574062,,34956,32507.32624,2448.673764,,-34956,-33693.0807,-1262.919298,,34956,36574.57467,1618.574666,,,-34956,830.099098,,34956,899.654764
-34992,-32822.9055,2169.094503,,34992,32536.18233,2455.817671,,-34992,-33726.68469,-1265.315308,,34992,36614.14062,1622.140622,,,-34992,833.677049,,34992,903.779195
-35028,-32856.39163,2171.608366,,35028,32568.82262,2459.177381,,-35028,-33760.13749,-1267.862511,,35028,36653.52166,1625.521659,,,-35028,833.655722,,35028,903.745855
-35064,-32889.87539,2174.124614,,35064,32601.45925,2462.540746,,-35064,-33793.58791,-1270.412093,,35064,36692.9064,1628.906399,,,-35064,833.634347,,35064,903.712521
-35100,-32923.35676,2176.643244,,35100,32634.09223,2465.907767,,-35100,-33827.03595,-1272.964054,,35100,36732.29484,1632.294844,,,-35100,833.612923,,35100,903.67919
-35136,-32952.82817,2183.171828,,35136,32662.93347,2473.066527,,-35136,-33860.63108,-1275.36892,,35136,36771.87669,1635.876694,,,-35136,837.189833,,35136,907.802908
-35172,-32986.30506,2185.694939,,35172,32695.55893,2476.441073,,-35172,-33894.0745,-1277.925505,,35172,36811.27277,1639.272765,,,-35172,837.168308,,35172,907.769434
-35208,-33019.77957,2188.220433,,35208,32728.18072,2479.819276,,-35208,-33927.51553,-1280.484468,,35208,36850.67254,1642.672544,,,-35208,837.146732,,35208,907.735965
-35244,-33053.25169,2190.748308,,35244,32760.79886,2483.201137,,-35244,-33960.95419,-1283.045808,,35244,36890.07603,1646.076029,,,-35244,837.125108,,35244,907.7025
-35280,-33082.71497,2197.285027,,35280,32789.62524,2490.374762,,-35280,-33994.54048,-1285.459522,,35280,36929.67378,1649.673783,,,-35280,840.700979,,35280,911.825505
-35316,-33116.18262,2199.817379,,35316,32822.23585,2493.764154,,-35316,-34027.97452,-1288.025482,,35316,36969.0849,1653.0849,,,-35316,840.679254,,35316,911.791897
-35352,-33149.64789,2202.352111,,35352,32854.84279,2497.157206,,-35352,-34061.40618,-1290.593818,,35352,37008.49973,1656.499726,,,-35352,840.65748,,35352,911.758293
-35388,-33183.11078,2204.889223,,35388,32887.44608,2500.553918,,-35388,-34094.83547,-1293.164528,,35388,37047.91826,1659.918262,,,-35388,840.635656,,35388,911.724695
-35424,-33212.56593,2211.434071,,35424,32916.25758,2507.742419,,-35424,-34128.41292,-1295.587083,,35424,37087.53193,1663.531932,,,-35424,844.210487,,35424,915.846988
-35460,-33246.02434,2213.975656,,35460,32948.85333,2511.146667,,-35460,-34161.83759,-1298.162411,,35460,37126.9581,1666.958104,,,-35460,844.188563,,35460,915.813245
-35496,-33279.48038,2216.519619,,35496,32981.44542,2514.554577,,-35496,-34195.25989,-1300.740111,,35496,37166.38799,1670.387989,,,-35496,844.166588,,35496,915.779508
-35532,-33312.93404,2219.065959,,35532,33014.03385,2517.966151,,-35532,-34228.67982,-1303.320184,,35532,37205.82159,1673.821586,,,-35532,844.144565,,35532,915.745775
-35568,-33342.38107,2225.618931,,35568,33042.83046,2525.169538,,-35568,-34262.24843,-1305.751573,,35568,37245.45118,1677.451183,,,-35568,847.718355,,35568,919.867358
-35604,-33375.83026,2228.169741,,35604,33075.41135,2528.588652,,-35604,-34295.66374,-1308.33626,,35604,37284.89242,1680.892422,,,-35604,847.69623,,35604,919.833481
-35640,-33409.27707,2230.722927,,35640,33107.98857,2532.011432,,-35640,-34329.07668,-1310.923318,,35640,37324.33738,1684.337375,,,-35640,847.674057,,35640,919.799609
-35676,-33442.72151,2233.278488,,35676,33140.56212,2535.437877,,-35676,-34362.48725,-1313.512746,,35676,37363.78604,1687.786044,,,-35676,847.651833,,35676,919.765742
-35712,-33472.16042,2239.839576,,35712,33169.34384,2542.656163,,-35712,-34396.04704,-1315.952962,,35712,37403.43158,1691.431579,,,-35712,851.224584,,35712,923.886614
-35748,-33505.6004,2242.399603,,35748,33201.90985,2546.090153,,-35748,-34429.453,-1318.547,,35748,37442.8879,1694.887895,,,-35748,851.202258,,35748,923.852603
-35784,-33539.038,2244.962005,,35784,33234.47219,2549.527811,,-35784,-34462.85659,-1321.143407,,35784,37482.34793,1698.347928,,,-35784,851.179883,,35784,923.818598
-35820,-33572.47322,2247.52678,,35820,33267.03086,2552.969138,,-35820,-34496.25782,-1323.742183,,35820,37521.81168,1701.811679,,,-35820,851.157459,,35820,923.784597
-35856,-33601.90402,2254.095976,,35856,33295.79767,2560.202333,,-35856,-34529.80878,-1326.191218,,35856,37561.47316,1705.473164,,,-35856,854.729169,,35856,927.904758
-35892,-33635.33479,2256.665214,,35892,33328.34879,2563.65121,,-35892,-34563.2054,-1328.7946,,35892,37600.94457,1708.944567,,,-35892,854.706643,,35892,927.870614
-35928,-33668.76318,2259.236823,,35928,33360.89624,2567.103758,,-35928,-34596.59965,-1331.400348,,35928,37640.41969,1712.41969,,,-35928,854.684068,,35928,927.836475
-35964,-33702.1892,2261.810805,,35964,33393.44002,2570.559977,,-35964,-34629.99154,-1334.008464,,35964,37679.89853,1715.898533,,,-35964,854.661444,,35964,927.802341
-36000,-33731.6119,2268.388103,,36000,33422.19191,2577.808092,,-36000,-34663.53369,-1336.466312,,36000,37719.57598,1719.57598,,,-36000,858.232112,,36000,931.921791
-36036,-33765.03346,2270.966543,,36036,33454.72813,2581.271866,,-36036,-34696.92097,-1339.079029,,36036,37759.06248,1723.062481,,,-36036,858.209385,,36036,931.887514
-36072,-33798.45265,2273.547353,,36072,33487.26069,2584.739313,,-36072,-34730.30589,-1341.694112,,36072,37798.5527,1726.552704,,,-36072,858.186609,,36072,931.853241
-36108,-33831.86947,2276.130533,,36108,33519.78957,2588.210434,,-36108,-34763.68844,-1344.311559,,36108,37838.04665,1730.046651,,,-36108,858.163783,,36108,931.818974
-36144,-33861.28407,2282.715928,,36144,33548.52652,2595.473481,,-36144,-34797.22179,-1346.778212,,36144,37877.74007,1733.74007,,,-36144,861.733411,,36144,935.937716
-36180,-33894.69644,2285.303562,,36180,33581.04784,2598.952162,,-36180,-34830.59974,-1349.400257,,36180,37917.24168,1737.24168,,,-36180,861.710482,,36180,935.903305
-36216,-33928.10643,2287.893565,,36216,33613.56548,2602.434519,,-36216,-34863.97533,-1352.024666,,36216,37956.74701,1740.747014,,,-36216,861.687505,,36216,935.868899
-36252,-33961.51406,2290.485936,,36252,33646.07945,2605.920553,,-36252,-34897.34856,-1354.651438,,36252,37996.25607,1744.256074,,,-36252,861.664479,,36252,935.834498
-36288,-33990.92058,2297.079419,,36288,33674.80146,2613.198543,,-36288,-34930.87311,-1357.126889,,36288,38035.96548,1747.965477,,,-36288,865.233066,,36288,939.95253
-36324,-34024.32376,2299.676241,,36324,33707.30786,2616.692141,,-36324,-34964.24175,-1359.758255,,36324,38075.48221,1751.482206,,,-36324,865.209935,,36324,939.917986
-36360,-34057.72457,2302.275429,,36360,33739.81058,2620.189418,,-36360,-34997.60802,-1362.391982,,36360,38115.00266,1755.002663,,,-36360,865.186755,,36360,939.883447
-36396,-34091.12302,2304.876983,,36396,33772.30962,2623.690375,,-36396,-35030.97193,-1365.02807,,36396,38154.52685,1758.526847,,,-36396,865.163528,,36396,939.848913
-36432,-34120.52145,2311.478549,,36432,33801.01668,2630.983319,,-36432,-35064.48769,-1367.512312,,36432,38194.25225,1762.252246,,,-36432,868.731073,,36432,943.966237
-36468,-34153.91545,2314.08455,,36468,33833.50815,2634.491845,,-36468,-35097.84701,-1370.15299,,36468,38233.7841,1765.784104,,,-36468,868.707741,,36468,943.93156
-36504,-34187.30708,2316.692916,,36504,33865.99595,2638.004053,,-36504,-35131.20397,-1372.796028,,36504,38273.31969,1769.319693,,,-36504,868.68436,,36504,943.896888
-36540,-34220.69635,2319.303646,,36540,33898.48006,2641.519943,,-36540,-35164.55858,-1375.441425,,36540,38312.85901,1772.859013,,,-36540,868.66093,,36540,943.862221
-36576,-34250.08671,2325.913287,,36576,33927.17215,2648.827852,,-36576,-35198.06555,-1377.934451,,36576,38352.60042,1776.600418,,,-36576,872.227434,,36576,947.978836
-36612,-34283.47154,2328.528461,,36612,33959.64868,2652.351316,,-36612,-35231.41557,-1380.584434,,36612,38392.14742,1780.147417,,,-36612,872.203899,,36612,947.944027
-36648,-34316.854,2331.145997,,36648,33992.12154,2655.878465,,-36648,-35264.76323,-1383.236775,,36648,38431.69815,1783.698149,,,-36648,872.180316,,36648,947.909222
-36684,-34350.23411,2333.765895,,36684,34024.5907,2659.409298,,-36684,-35298.10853,-1385.891473,,36684,38471.25261,1787.252614,,,-36684,872.156684,,36684,947.874422
-36720,-34379.6164,2340.383605,,36720,34053.26782,2666.732184,,-36720,-35331.60672,-1388.393276,,36720,38511.01004,1791.010037,,,-36720,875.722147,,36720,951.990329
-36756,-34412.99206,2343.007943,,36756,34085.7294,2670.270596,,-36756,-35364.94744,-1391.052556,,36756,38550.57219,1794.572188,,,-36756,875.698408,,36756,951.955387
-36792,-34446.36536,2345.634641,,36792,34118.1873,2673.812696,,-36792,-35398.28581,-1393.714192,,36792,38590.13807,1798.138073,,,-36792,875.674623,,36792,951.920449
-36828,-34479.7363,2348.2637,,36828,34150.64152,2677.358483,,-36828,-35431.62182,-1396.378183,,36828,38629.70769,1801.707695,,,-36828,875.650788,,36828,951.885517
-36864,-34509.11053,2354.889473,,36864,34179.30364,2684.696357,,-36864,-35465.11124,-1398.888756,,36864,38669.48115,1805.481148,,,-36864,879.215209,,36864,956.000717
-36900,-34542.47703,2357.522968,,36900,34211.75027,2688.249728,,-36900,-35498.44267,-1401.557326,,36900,38709.05846,1809.05846,,,-36900,879.191268,,36900,955.965642
-36936,-34575.84118,2360.158821,,36936,34244.19321,2691.80679,,-36936,-35531.77175,-1404.228249,,36936,38748.63951,1812.63951,,,-36936,879.16728,,36936,955.930572
-36972,-34609.20297,2362.797033,,36972,34276.63246,2695.367541,,-36972,-35565.09847,-1406.901526,,36972,38788.2243,1816.224298,,,-36972,879.143243,,36972,955.895507
-37008,-34638.56914,2369.430861,,37008,34305.27959,2702.720414,,-37008,-35598.57914,-1409.420861,,37008,38828.01379,1820.013793,,,-37008,882.706621,,37008,960.01
-37044,-34671.92649,2372.073505,,37044,34337.71125,2706.288755,,-37044,-35631.90129,-1412.098713,,37044,38867.60628,1823.606278,,,-37044,882.682477,,37044,959.974792
-37080,-34705.28149,2374.718506,,37080,34370.13921,2709.860788,,-37080,-35665.22108,-1414.778916,,37080,38907.2025,1827.202503,,,-37080,882.658285,,37080,959.93959
-37116,-34738.63414,2377.365864,,37116,34402.56349,2713.436514,,-37116,-35698.53853,-1417.461471,,37116,38946.80247,1830.802469,,,-37116,882.634045,,37116,959.904393
-37152,-34767.99226,2384.007741,,37152,34431.1956,2720.804397,,-37152,-35732.01044,-1419.989561,,37152,38986.60802,1834.608016,,,-37152,886.196381,,37152,964.01818
-37188,-34801.34047,2386.659528,,37188,34463.61228,2724.387718,,-37188,-35765.32331,-1422.676688,,37188,39026.21568,1838.215684,,,-37188,886.172034,,37188,963.98284
-37224,-34834.68633,2389.313668,,37224,34496.02527,2727.974733,,-37224,-35798.63384,-1425.366163,,37224,39065.82709,1841.827095,,,-37224,886.147638,,37224,963.947505
-37260,-34868.02984,2391.970164,,37260,34528.43456,2731.565445,,-37260,-35831.94201,-1428.057988,,37260,39105.44225,1845.442249,,,-37260,886.123196,,37260,963.912176
-37296,-34897.37992,2398.620084,,37296,34557.05165,2738.948349,,-37296,-35865.40517,-1430.594827,,37296,39145.26386,1849.263861,,,-37296,889.684488,,37296,968.025257
-37332,-34930.719,2401.281004,,37332,34589.45334,2742.54666,,-37332,-35898.70878,-1433.29122,,37332,39184.88672,1852.886723,,,-37332,889.659937,,37332,967.989784
-37368,-34964.05572,2403.944278,,37368,34621.85133,2746.148668,,-37368,-35932.01004,-1435.98996,,37368,39224.51333,1856.51333,,,-37368,889.635338,,37368,967.954318
-37404,-34997.3901,2406.609904,,37404,34654.24562,2749.754375,,-37404,-35965.30895,-1438.691047,,37404,39264.14368,1860.143684,,,-37404,889.610691,,37404,967.918857
-37440,-35026.73214,2413.26786,,37440,34682.84769,2757.152313,,-37440,-35998.76337,-1441.236628,,37440,39303.98137,1863.981371,,,-37440,893.170942,,37440,972.031232
-37476,-35060.06209,2415.937907,,37476,34715.23438,2760.765624,,-37476,-36032.05772,-1443.942279,,37476,39343.61944,1867.619438,,,-37476,893.146186,,37476,971.995628
-37512,-35093.38969,2418.610305,,37512,34747.61736,2764.382636,,-37512,-36065.34972,-1446.650276,,37512,39383.26125,1871.261252,,,-37512,893.121384,,37512,971.960029
-37548,-35126.71495,2421.285054,,37548,34779.99665,2768.003349,,-37548,-36098.63938,-1449.360619,,37548,39422.90682,1874.906816,,,-37548,893.096533,,37548,971.924435
-37584,-35156.04896,2427.95104,,37584,34808.58367,2775.416331,,-37584,-36132.08507,-1451.914933,,37584,39462.76059,1878.760591,,,-37584,896.65574,,37584,976.036107
-37620,-35189.36979,2430.630206,,37620,34840.95535,2779.044653,,-37620,-36165.37016,-1454.629836,,37620,39502.41387,1882.413873,,,-37620,896.63078,,37620,976.00037
-37656,-35222.68828,2433.311722,,37656,34873.32332,2782.676679,,-37656,-36198.65292,-1457.347082,,37656,39542.07091,1886.070906,,,-37656,896.605773,,37656,975.96464
-37692,-35256.00441,2435.995587,,37692,34905.68759,2786.312409,,-37692,-36231.93333,-1460.066672,,37692,39581.73169,1889.73169,,,-37692,896.580719,,37692,975.928915
-37728,-35285.33041,2442.669595,,37728,34934.25955,2793.740447,,-37728,-36265.37029,-1462.629714,,37728,39621.60156,1893.601565,,,-37728,900.138882,,37728,980.039881
-37764,-35318.64213,2445.357874,,37764,34966.61621,2797.38379,,-37764,-36298.64614,-1465.35386,,37764,39661.27007,1897.270073,,,-37764,900.113717,,37764,980.004014
-37800,-35351.9515,2448.048499,,37800,34998.96916,2801.03084,,-37800,-36331.91965,-1468.080348,,37800,39700.94233,1900.942334,,,-37800,900.088506,,37800,979.968151
-37836,-35385.25853,2450.741472,,37836,35031.3184,2804.681597,,-37836,-36365.19082,-1470.809178,,37836,39740.61835,1904.61835,,,-37836,900.063247,,37836,979.932294
-37872,-35414.5765,2457.423496,,37872,35059.8753,2812.124702,,-37872,-36398.61906,-1473.380939,,37872,39780.50434,1908.504336,,,-37872,903.620366,,37872,984.042557
-37908,-35447.87912,2460.120879,,37908,35092.21692,2815.783078,,-37908,-36431.88568,-1476.114322,,37908,39820.18808,1912.188081,,,-37908,903.594997,,37908,984.006557
-37944,-35481.17939,2462.820607,,37944,35124.55484,2819.445162,,-37944,-36465.14996,-1478.850044,,37944,39859.87558,1915.875582,,,-37944,903.56958,,37944,983.970563
-37980,-35514.47732,2465.52268,,37980,35156.88904,2823.110957,,-37980,-36498.41189,-1481.588106,,37980,39899.56684,1919.56684,,,-37980,903.544117,,37980,983.934574
-38016,-35543.78729,2472.212714,,38016,35185.43086,2830.56914,,-38016,-36531.83142,-1484.16858,,38016,39939.46895,1923.468948,,,-38016,907.100192,,38016,988.044134
-38052,-35577.08081,2474.919195,,38052,35217.75744,2834.242559,,-38052,-36565.08881,-1486.911191,,38052,39979.16794,1927.167941,,,-38052,907.074618,,38052,988.008004
-38088,-35610.37198,2477.628018,,38088,35250.08031,2837.919688,,-38088,-36598.34386,-1489.65614,,38088,40018.87069,1930.870693,,,-38088,907.048995,,38088,987.971878
-38124,-35643.66082,2480.339184,,38124,35282.39947,2841.600531,,-38124,-36631.59657,-1492.403426,,38124,40058.5772,1934.577204,,,-38124,907.023327,,38124,987.935758
-38160,-35672.96278,2487.037221,,38160,35310.9262,2849.073805,,-38160,-36665.00739,-1494.992607,,38160,40098.49545,1938.495446,,,-38160,910.578359,,38160,992.044614
-38196,-35706.24721,2489.752791,,38196,35343.23772,2852.762276,,-38196,-36698.25556,-1497.744438,,38196,40138.2097,1942.209698,,,-38196,910.552578,,38196,992.008353
-38232,-35739.5293,2492.470702,,38232,35375.54554,2856.454462,,-38232,-36731.50139,-1500.498606,,38232,40177.92771,1945.927711,,,-38232,910.526751,,38232,991.972096
-38268,-35772.80905,2495.190953,,38268,35407.84964,2860.150363,,-38268,-36764.74489,-1503.255109,,38268,40217.64949,1949.649487,,,-38268,910.500876,,38268,991.935844
-38304,-35802.10301,2501.896987,,38304,35436.36126,2867.638738,,-38304,-36798.14701,-1505.852989,,38304,40257.58387,1953.583875,,,-38304,914.054863,,38304,996.043998
-38340,-35835.37836,2504.621639,,38340,35468.65773,2871.342274,,-38340,-36831.38597,-1508.614033,,38340,40297.3134,1957.313396,,,-38340,914.028878,,38340,996.007606
-38376,-35868.65137,2507.34863,,38376,35500.95047,2875.049526,,-38376,-36864.62259,-1511.377412,,38376,40337.04668,1961.046681,,,-38376,914.002845,,38376,995.971218
-38412,-35901.92204,2510.07796,,38412,35533.2395,2878.760497,,-38412,-36897.85688,-1514.143125,,38412,40376.78373,1964.783732,,,-38412,913.976765,,38412,995.934835
-38448,-35931.20802,2516.791983,,38448,35561.73602,2886.263985,,-38448,-36931.2503,-1516.749697,,38448,40416.73428,1968.734277,,,-38448,917.529708,,38448,1000.042286
-38484,-35964.47429,2519.525709,,38484,35594.01741,2889.982594,,-38484,-36964.48005,-1519.519947,,38484,40456.47908,1972.479079,,,-38484,917.503515,,38484,1000.005762
-38520,-35997.73823,2522.261773,,38520,35626.29508,2893.704924,,-38520,-36997.70747,-1522.292529,,38520,40496.22765,1976.227648,,,-38520,917.477276,,38520,999.969244
-38556,-36030.99983,2525.000174,,38556,35658.56903,2897.430974,,-38556,-37030.93256,-1525.067443,,38556,40535.97998,1979.979984,,,-38556,917.45099,,38556,999.932731
-38592,-36060.27782,2531.722181,,38592,35687.05041,2904.949587,,-38592,-37064.3173,-1527.682701,,38592,40575.9467,1983.946699,,,-38592,921.002888,,38592,1004.03948
-38628,-36093.53503,2534.464975,,38628,35719.31672,2908.683281,,-38628,-37097.53785,-1530.462149,,38628,40615.70679,1987.706792,,,-38628,920.976489,,38628,1004.002826
-38664,-36126.7899,2537.210104,,38664,35751.5793,2912.420698,,-38664,-37130.75607,-1533.243928,,38664,40655.47066,1991.470655,,,-38664,920.950043,,38664,1003.966176
-38700,-36160.04243,2539.957568,,38700,35783.83816,2916.161839,,-38700,-37163.97196,-1536.028036,,38700,40695.23829,1995.238288,,,-38700,920.923551,,38700,1003.929532
-38736,-36189.31245,2546.687552,,38736,35812.30441,2923.695588,,-38736,-37197.34803,-1538.651971,,38736,40735.22118,1999.221184,,,-38736,924.474404,,38736,1008.035581
-38772,-36222.56059,2549.439405,,38772,35844.55562,2927.444378,,-38772,-37230.55939,-1541.44061,,38772,40774.99658,2002.99658,,,-38772,924.447798,,38772,1007.998795
